9.004923, 9.021578, 9.069581, 9.145990, 9.247862, 9.372258, 9.516235, 9.676845, 9.851159, 10.036234, 10.229137, 10.426874, 10.626607, 10.825392, 11.020082, 11.208146, 11.386642, 11.552900, 11.704525, 11.835294, 11.948828, 12.042184, 12.116795, 12.079076, 12.077589, 12.049577, 11.997283, 11.922953, 11.828829, 11.717156, 11.590178, 11.450139, 11.299282, 11.139853, 10.974095, 10.804252, 10.632568, 10.461287, 10.292654, 10.128911, 9.972304, 9.825076, 9.689472, 9.567735, 9.462109, 9.374553, 9.304765, 9.251363, 9.212956, 9.188157, 9.175578, 9.173828, 9.181520, 9.197265, 9.219673, 9.247357, 9.278927, 9.312995, 9.348172, 9.383070, 9.416298, 9.446470, 9.472195, 9.492086, 9.504753, 9.508808, 9.502862, 9.485603, 9.456613, 9.416051, 9.364085, 9.300885, 9.226617, 9.141450, 9.045554, 8.939095, 8.822243, 8.695166, 8.558032, 8.411010, 8.254267, 8.087973, 7.912296, 7.800687, 7.745276, 7.687328, 7.626892, 7.564015, 7.498746, 7.431141, 7.361404, 7.289867, 7.216865, 7.142735, 7.067813, 6.992433, 6.916934, 6.841649, 6.766916, 6.693070, 6.620447, 6.549384, 6.480215, 6.413277, 6.348906, 6.287437, 6.229208, 6.174553, 6.123808, 6.077310, 6.035395, 5.998384, 5.966202, 5.938306, 5.914131, 5.893111, 5.874680, 5.858271, 5.843318, 5.829255, 5.815516, 5.801535, 5.786745, 5.770580, 5.752475, 5.731862, 5.708176, 5.680850, 5.649319, 5.613015, 5.571374, 5.523828, 5.469812, 5.408768, 5.340686, 5.266404, 5.186831, 5.102878, 5.015455, 4.925472, 4.833838, 4.741465, 4.649263, 4.558141, 4.469010, 4.382779, 4.300360, 4.222661, 4.150594, 4.085068, 4.026994, 3.977282, 3.936841, 3.906582, 3.887416, 3.918998, 3.932896, 3.901938, 3.928800, 3.964905, 4.009177, 4.060540, 4.117919, 4.180236, 4.246417, 4.315386, 4.386066, 4.457381, 4.528255, 4.597613, 4.664379, 4.727476, 4.785828, 4.838360, 4.883996, 4.921659, 4.950274, 4.968765, 4.976517, 4.974236, 4.962867, 4.943354, 4.916639, 4.883668, 4.845383, 4.802728, 4.756647, 4.708085, 4.657984, 4.607288, 4.556941, 4.507888, 4.461070, 4.417434, 4.377921, 4.343476, 4.315043, 4.293565, 4.279986, 4.275250,
9.027590, 9.084224, 9.132167, 9.208475, 9.310205, 9.434415, 9.578161, 9.738500, 9.912493, 10.097188, 10.289643, 10.486909, 10.686080, 10.884139, 11.078143, 11.265298, 11.442366, 11.606405, 11.754277, 11.882649, 11.990921, 12.071463, 12.121332, 12.035069, 12.087492, 12.058352, 12.004902, 11.929393, 11.834079, 11.721212, 11.593043, 11.451827, 11.299813, 11.139257, 10.972408, 10.801521, 10.628848, 10.456640, 10.287150, 10.122631, 9.965335, 9.817515, 9.681422, 9.559309, 9.453429, 9.365747, 9.295956, 9.242660, 9.204460, 9.179956, 9.167747, 9.166433, 9.174614, 9.190890, 9.213860, 9.242124, 9.274282, 9.308934, 9.344679, 9.380117, 9.413847, 9.444470, 9.470586, 9.490793, 9.503692, 9.507883, 9.501965, 9.484616, 9.455419, 9.414543, 9.362167, 9.298466, 9.223621, 9.137809, 9.041207, 8.933994, 8.816348, 8.688447, 8.550468, 8.402591, 8.244992, 8.077849, 7.901341, 7.797328, 7.741698, 7.683545, 7.622919, 7.559872, 7.494455, 7.426725, 7.356889, 7.285275, 7.212219, 7.138055, 7.063117, 6.987740, 6.912259, 6.837007, 6.762319, 6.688530, 6.615974, 6.544986, 6.475900, 6.409050, 6.344772, 6.283398, 6.225265, 6.170706, 6.120055, 6.073648, 6.031819, 5.994888, 5.962779, 5.934951, 5.910839, 5.889877, 5.871502, 5.855146, 5.840246, 5.826235, 5.812549, 5.798622, 5.783888, 5.767783, 5.749742, 5.729198, 5.705587, 5.678343, 5.646901, 5.610696, 5.569163, 5.521736, 5.467850, 5.406948, 5.339021, 5.264903, 5.185501, 5.101725, 5.014482, 4.924679, 4.833225, 4.741028, 4.648994, 4.558033, 4.469051, 4.382958, 4.300660, 4.223066, 4.151082, 4.085619, 4.027582, 3.977880, 3.937421, 3.907113, 3.887863, 3.914951, 3.949319, 3.959423, 3.928569, 3.964433, 4.008445, 4.059532, 4.116622, 4.178645, 4.244527, 4.313198, 4.383585, 4.454617, 4.525222, 4.594328, 4.660863, 4.723756, 4.781935, 4.834328, 4.879863, 4.917468, 4.946072, 4.964604, 4.972449, 4.970311, 4.959129, 4.939841, 4.913385, 4.880701, 4.842726, 4.800399, 4.754659, 4.706444, 4.656693, 4.606344, 4.556336, 4.507608, 4.461097, 4.417743, 4.378484, 4.344258, 4.316004, 4.294661, 4.281166, 4.276460,
9.093137, 9.149713, 9.197482, 9.273497, 9.374815, 9.498489, 9.641579, 9.801135, 9.974212, 10.157875, 10.349162, 10.545127, 10.742815, 10.939354, 11.131653, 11.316767, 11.492046, 11.653958, 11.799559, 11.925514, 12.028098, 12.109053, 12.156059, 12.066784, 12.116064, 12.083674, 12.026890, 11.947988, 11.849245, 11.732937, 11.601340, 11.456731, 11.301386, 11.137581, 10.967592, 10.793696, 10.618169, 10.443288, 10.271328, 10.104566, 9.945279, 9.795742, 9.658231, 9.535024, 9.428396, 9.340333, 9.270510, 9.217501, 9.179872, 9.156191, 9.145024, 9.144938, 9.154499, 9.172276, 9.196834, 9.226741, 9.260563, 9.296867, 9.334220, 9.371188, 9.406340, 9.438241, 9.465458, 9.486558, 9.500109, 9.504676, 9.498827, 9.481210, 9.451412, 9.409630, 9.356069, 9.290934, 9.214431, 9.126766, 9.028145, 8.918771, 8.798852, 8.668593, 8.528199, 8.377876, 8.217830, 8.048265, 7.869388, 7.787544, 7.731291, 7.672554, 7.611390, 7.547860, 7.482021, 7.413941, 7.343824, 7.271997, 7.198791, 7.124535, 7.049560, 6.974196, 6.898773, 6.823621, 6.749070, 6.675452, 6.603095, 6.532330, 6.463487, 6.396897, 6.332889, 6.271794, 6.213942, 6.159663, 6.109287, 6.063145, 6.021567, 5.984870, 5.952974, 5.925343, 5.901414, 5.880624, 5.862411, 5.846212, 5.831465, 5.817605, 5.804072, 5.790303, 5.775734, 5.759803, 5.741947, 5.721605, 5.698212, 5.671207, 5.640026, 5.604108, 5.562888, 5.515806, 5.462298, 5.401810, 5.334332, 5.260691, 5.181790, 5.098528, 5.011809, 4.922532, 4.831599, 4.739912, 4.648370, 4.557877, 4.469332, 4.383637, 4.301694, 4.224403, 4.152665, 4.087382, 4.029456, 3.979786, 3.939275, 3.908824, 3.889334, 3.913889, 3.953118, 3.959553, 3.873071, 3.963237, 4.006493, 4.056777, 4.113031, 4.174195, 4.239210, 4.307015, 4.376550, 4.446757, 4.516576, 4.584947, 4.650810, 4.713105, 4.770774, 4.822756, 4.867991, 4.905421, 4.933984, 4.952623, 4.960730, 4.958995, 4.948343, 4.929697, 4.903979, 4.872115, 4.835027, 4.793640, 4.748875, 4.701657, 4.652910, 4.603556, 4.554520, 4.506725, 4.461094, 4.418551, 4.380020, 4.346423, 4.318685, 4.297728, 4.284477, 4.279855,
9.197885, 9.254367, 9.301853, 9.377395, 9.478044, 9.600855, 9.742879, 9.901175, 10.072785, 10.254764, 10.444182, 10.638057, 10.833440, 11.027362, 11.217021, 11.399178, 11.570886, 11.729784, 11.871753, 11.993846, 12.092335, 12.162711, 12.211402, 12.117327, 12.161600, 12.124035, 12.061944, 11.977644, 11.873446, 11.751666, 11.614617, 11.464613, 11.303968, 11.134996, 10.960011, 10.781327, 10.601258, 10.422118, 10.246221, 10.075881, 9.913411, 9.761127, 9.621341, 9.496368, 9.388521, 9.299817, 9.229906, 9.177310, 9.140544, 9.118122, 9.108561, 9.110374, 9.122078, 9.142186, 9.169214, 9.201677, 9.238091, 9.276969, 9.316827, 9.356181, 9.393544, 9.427432, 9.456361, 9.478844, 9.493398, 9.498537, 9.492776, 9.474716, 9.443952, 9.400724, 9.345281, 9.277870, 9.198743, 9.108146, 9.006331, 8.893545, 8.770039, 8.636060, 8.491858, 8.337682, 8.173781, 8.000405, 7.826515, 7.771777, 7.714546, 7.654892, 7.592887, 7.528601, 7.462106, 7.393480, 7.322931, 7.250779, 7.177347, 7.102958, 7.027936, 6.952604, 6.877286, 6.802305, 6.727984, 6.654647, 6.582617, 6.512217, 6.443772, 6.377604, 6.314036, 6.253393, 6.195997, 6.142172, 6.092241, 6.046527, 6.005355, 5.969034, 5.937484, 5.910172, 5.886538, 5.866025, 5.848075, 5.832128, 5.817627, 5.804012, 5.790726, 5.777210, 5.762906, 5.747256, 5.729700, 5.709680, 5.686639, 5.660017, 5.629257, 5.593799, 5.553086, 5.506559, 5.453659, 5.393838, 5.327081, 5.254209, 5.176112, 5.093680, 5.007803, 4.919373, 4.829280, 4.738414, 4.647665, 4.557925, 4.470084, 4.385032, 4.303660, 4.226858, 4.155517, 4.090528, 4.032780, 3.983165, 3.942572, 3.911893, 3.892018, 3.916021, 3.956092, 3.966340, 3.872601, 3.961647, 4.003688, 4.052684, 4.107594, 4.167377, 4.230995, 4.297406, 4.365571, 4.434448, 4.502998, 4.570181, 4.634956, 4.696282, 4.753121, 4.804431, 4.849172, 4.886303, 4.914786, 4.933579, 4.942085, 4.940977, 4.931153, 4.913513, 4.888958, 4.858386, 4.822698, 4.782792, 4.739569, 4.693928, 4.646768, 4.598990, 4.551492, 4.505175, 4.460938, 4.419680, 4.382302, 4.349702, 4.322781, 4.302438, 4.289572, 4.285084,
9.338152, 9.394507, 9.441609, 9.516506, 9.616250, 9.737889, 9.878474, 10.035053, 10.204687, 10.384406, 10.571261, 10.762340, 10.954620, 11.145150, 11.330932, 11.509310, 11.676748, 11.830296, 11.968178, 12.085098, 12.178108, 12.242695, 12.172786, 12.184801, 12.222394, 12.177927, 12.108764, 12.017269, 11.905804, 11.776734, 11.632422, 11.475232, 11.307528, 11.131673, 10.950030, 10.764965, 10.578839, 10.394017, 10.212862, 10.037739, 9.871010, 9.715039, 9.572190, 9.444827, 9.335313, 9.245705, 9.175619, 9.123510, 9.087825, 9.067010, 9.059511, 9.063776, 9.078252, 9.101384, 9.131620, 9.167406, 9.207189, 9.249416, 9.292534, 9.334989, 9.375228, 9.411697, 9.442844, 9.467115, 9.482957, 9.488816, 9.483139, 9.464466, 9.432401, 9.387240, 9.329290, 9.258858, 9.176250, 9.081772, 8.975732, 8.858436, 8.730190, 8.591301, 8.442077, 8.282822, 8.113845, 7.935451, 7.806557, 7.750469, 7.691954, 7.631099, 7.567992, 7.502719, 7.435370, 7.366038, 7.294933, 7.222366, 7.148652, 7.074105, 6.999039, 6.923769, 6.848608, 6.773872, 6.699874, 6.626929, 6.555350, 6.485453, 6.417552, 6.351960, 6.288993, 6.228964, 6.172188, 6.118979, 6.069652, 6.024520, 5.983898, 5.948088, 5.917006, 5.890125, 5.866892, 5.846754, 5.829159, 5.813553, 5.799385, 5.786101, 5.773149, 5.759976, 5.746030, 5.730757, 5.713606, 5.694023, 5.671456, 5.645352, 5.615158, 5.580323, 5.540292, 5.494514, 5.442435, 5.383512, 5.317731, 5.245896, 5.168884, 5.087571, 5.002833, 4.915546, 4.826586, 4.736829, 4.647152, 4.558430, 4.471540, 4.387357, 4.306758, 4.230618, 4.159815, 4.095224, 4.037720, 3.988181, 3.947482, 3.916499, 3.896108, 3.918277, 3.958472, 3.970670, 3.984952, 3.959991, 4.000398, 4.047657, 4.100756, 4.158679, 4.220413, 4.284943, 4.351256, 4.418336, 4.485169, 4.550742, 4.614039, 4.674048, 4.729753, 4.780140, 4.824195, 4.860904, 4.889253, 4.908227, 4.917241, 4.916944, 4.908202, 4.891884, 4.868856, 4.839988, 4.806146, 4.768199, 4.727014, 4.683459, 4.638401, 4.592709, 4.547250, 4.502892, 4.460503, 4.420951, 4.385102, 4.353826, 4.327989, 4.308460, 4.296106, 4.291796,
9.510260, 9.566456, 9.613077, 9.687172, 9.785786, 9.905970, 10.044766, 10.199223, 10.366385, 10.543317, 10.727031, 10.914574, 11.103067, 11.289412, 11.470655, 11.643747, 11.806321, 11.954253, 12.084590, 12.196725, 12.283016, 12.340512, 12.263135, 12.322312, 12.296742, 12.243845, 12.166047, 12.065770, 11.945439, 11.807476, 11.654305, 11.488350, 11.312035, 11.127782, 10.938016, 10.745159, 10.551636, 10.359870, 10.172285, 9.991304, 9.819350, 9.658847, 9.512220, 9.381890, 9.270283, 9.179502, 9.109126, 9.057527, 9.023067, 9.004113, 8.999028, 9.006177, 9.023924, 9.050633, 9.084670, 9.124398, 9.168181, 9.214385, 9.261373, 9.307510, 9.351160, 9.390688, 9.424458, 9.450834, 9.468181, 9.474864, 9.469246, 9.449791, 9.416118, 9.368592, 9.307587, 9.233480, 9.146649, 9.047467, 8.936313, 8.813562, 8.679590, 8.534773, 8.379489, 8.214112, 8.039020, 7.854588, 7.781769, 7.724060, 7.664005, 7.601711, 7.537286, 7.470838, 7.402474, 7.332307, 7.260550, 7.187504, 7.113473, 7.038758, 6.963664, 6.888493, 6.813549, 6.739135, 6.665554, 6.593109, 6.522104, 6.452841, 6.385623, 6.320755, 6.258539, 6.199278, 6.143275, 6.090834, 6.042257, 5.997849, 5.957912, 5.922736, 5.892236, 5.865891, 5.843155, 5.823483, 5.806329, 5.791147, 5.777392, 5.764518, 5.751980, 5.739232, 5.725729, 5.710924, 5.694274, 5.675231, 5.653251, 5.627787, 5.598295, 5.564229, 5.525042, 5.480191, 5.429128, 5.371318, 5.306742, 5.236191, 5.160523, 5.080595, 4.997266, 4.911394, 4.823837, 4.735455, 4.647104, 4.559644, 4.473932, 4.390826, 4.311186, 4.235869, 4.165734, 4.101638, 4.044441, 3.995000, 3.954173, 3.922819, 3.901796, 3.922233, 3.962836, 3.972806, 3.991669, 3.903599, 3.996988, 4.042105, 4.092966, 4.148590, 4.207994, 4.270197, 4.334215, 4.399066, 4.463769, 4.527341, 4.588799, 4.647162, 4.701447, 4.750671, 4.793853, 4.830010, 4.858160, 4.877322, 4.886924, 4.887586, 4.880134, 4.865399, 4.844210, 4.817394, 4.785782, 4.750202, 4.711482, 4.670453, 4.627942, 4.584779, 4.541793, 4.499813, 4.459666, 4.422184, 4.388193, 4.358524, 4.334005, 4.315466, 4.303734, 4.299639,
9.710528, 9.766534, 9.812588, 9.885732, 9.983012, 10.101472, 10.238162, 10.390117, 10.554384, 10.728000, 10.908048, 11.091499, 11.275399, 11.456940, 11.632873, 11.800244, 11.955903, 12.098066, 12.221436, 12.323056, 12.404660, 12.453919, 12.367876, 12.417965, 12.382937, 12.320281, 12.232491, 12.122057, 11.991472, 11.843227, 11.679816, 11.503728, 11.317457, 11.123494, 10.924332, 10.722461, 10.520375, 10.320565, 10.125522, 9.937739, 9.759708, 9.593921, 9.442869, 9.309045, 9.194941, 9.102716, 9.031904, 8.980782, 8.947621, 8.930692, 8.928264, 8.938609, 8.959997, 8.990698, 9.028984, 9.073124, 9.121388, 9.172049, 9.223375, 9.273638, 9.321108, 9.364055, 9.400751, 9.429465, 9.448468, 9.456030, 9.450423, 9.430024, 9.394466, 9.344192, 9.279659, 9.201320, 9.109634, 9.005055, 8.888039, 8.759042, 8.618521, 8.466931, 8.304727, 8.132367, 7.950305, 7.809714, 7.752543, 7.692992, 7.631190, 7.567267, 7.501354, 7.433581, 7.364078, 7.292981, 7.220505, 7.146939, 7.072574, 6.997699, 6.922604, 6.847581, 6.772918, 6.698907, 6.625838, 6.554001, 6.483686, 6.415183, 6.348783, 6.284776, 6.223452, 6.165102, 6.110015, 6.058482, 6.010794, 5.967240, 5.928110, 5.893684, 5.863871, 5.838159, 5.816009, 5.796886, 5.780252, 5.765569, 5.752300, 5.739909, 5.727858, 5.715609, 5.702627, 5.688373, 5.672310, 5.653902, 5.632611, 5.607900, 5.579231, 5.546068, 5.507873, 5.464110, 5.414240, 5.357736, 5.294578, 5.225535, 5.151444, 5.073143, 4.991470, 4.907261, 4.821354, 4.734586, 4.647795, 4.561818, 4.477492, 4.395655, 4.317144, 4.242796, 4.173449, 4.109941, 4.053107, 4.003786, 3.962815, 3.931032, 3.909274, 3.928374, 3.968443, 3.977698, 3.993046, 4.015300, 3.993827, 4.036433, 4.084671, 4.137598, 4.194268, 4.253737, 4.315058, 4.377287, 4.439480, 4.500690, 4.559973, 4.616385, 4.668979, 4.716811, 4.758936, 4.794409, 4.822285, 4.841619, 4.851860, 4.853590, 4.847593, 4.834653, 4.815554, 4.791080, 4.762015, 4.729143, 4.693248, 4.655114, 4.615526, 4.575266, 4.535120, 4.495871, 4.458303, 4.423201, 4.391348, 4.363528, 4.340526, 4.323125, 4.312109, 4.308263,
9.935275, 9.991065, 10.036467, 10.108527, 10.204283, 10.320781, 10.455061, 10.604176, 10.765152, 10.935031, 11.110845, 11.289711, 11.468526, 11.644332, 11.814467, 11.975388, 12.124138, 12.257369, 12.374470, 12.467796, 12.534390, 12.580672, 12.484933, 12.524865, 12.479275, 12.405729, 12.306793, 12.185036, 12.043024, 11.883323, 11.708502, 11.521126, 11.323763, 11.118980, 10.909344, 10.697421, 10.485780, 10.276986, 10.073607, 9.878210, 9.693362, 9.521629, 9.365579, 9.227779, 9.110796, 9.016852, 8.945428, 8.894701, 8.862837, 8.848005, 8.848373, 8.862106, 8.887374, 8.922343, 8.965181, 9.014056, 9.067134, 9.122585, 9.178574, 9.233270, 9.284840, 9.331452, 9.371273, 9.402470, 9.423212, 9.431666, 9.425998, 9.404495, 9.366804, 9.313456, 9.244994, 9.161961, 9.064901, 8.954358, 8.830875, 8.694997, 8.547267, 8.388228, 8.218425, 8.038401, 7.848700, 7.778533, 7.719269, 7.657705, 7.593999, 7.528304, 7.460776, 7.391571, 7.320843, 7.248753, 7.175519, 7.101417, 7.026721, 6.951709, 6.876655, 6.801835, 6.727526, 6.654002, 6.581541, 6.510416, 6.440906, 6.373284, 6.307828, 6.244812, 6.184513, 6.127206, 6.073167, 6.022673, 5.975998, 5.933418, 5.895210, 5.861637, 5.832607, 5.807616, 5.786134, 5.767636, 5.751593, 5.737478, 5.724763, 5.712920, 5.701422, 5.689741, 5.677349, 5.663719, 5.648324, 5.630635, 5.610125, 5.586266, 5.558531, 5.526392, 5.489321, 5.446791, 5.398274, 5.343251, 5.281699, 5.214365, 5.142064, 5.065609, 4.985813, 4.903490, 4.819455, 4.734520, 4.649499, 4.565206, 4.482454, 4.402058, 4.324831, 4.251586, 4.183138, 4.120299, 4.063884, 4.014706, 3.973579, 3.941316, 3.918732, 3.906636, 3.975329, 3.983653, 3.998751, 4.015423, 3.936281, 4.031048, 4.076319, 4.126193, 4.179765, 4.236134, 4.294394, 4.353644, 4.412981, 4.471501, 4.528300, 4.582477, 4.633127, 4.679348, 4.720236, 4.754888, 4.782402, 4.801874, 4.812775, 4.815646, 4.811222, 4.800237, 4.783424, 4.761519, 4.735254, 4.705364, 4.672583, 4.637645, 4.601284, 4.564234, 4.527229, 4.491003, 4.456289, 4.423823, 4.394338, 4.368567, 4.347246, 4.331108, 4.320886, 4.317316,
10.180822, 10.236369, 10.281046, 10.351893, 10.445955, 10.560270, 10.691881, 10.837827, 10.995169, 11.160914, 11.332104, 11.505757, 11.679063, 11.848771, 12.011924, 12.166151, 12.307323, 12.432481, 12.537888, 12.625274, 12.682307, 12.606028, 12.612232, 12.641116, 12.584050, 12.498680, 12.387653, 12.253616, 12.099215, 11.927098, 11.739913, 11.540305, 11.330921, 11.114410, 10.893417, 10.670590, 10.448576, 10.230021, 10.017574, 9.813880, 9.621586, 9.443341, 9.281790, 9.139580, 9.019360, 8.923415, 8.851175, 8.800706, 8.770067, 8.757314, 8.760506, 8.777701, 8.806957, 8.846330, 8.893881, 8.947665, 9.005741, 9.066168, 9.127002, 9.186302, 9.242125, 9.292530, 9.335574, 9.369315, 9.391811, 9.401120, 9.395300, 9.372536, 9.332495, 9.275797, 9.203081, 9.114984, 9.012145, 8.895200, 8.764788, 8.621545, 8.466111, 8.299121, 8.121215, 7.933029, 7.802915, 7.743820, 7.682335, 7.618642, 7.552923, 7.485360, 7.416136, 7.345432, 7.273430, 7.200316, 7.126314, 7.051682, 6.976680, 6.901570, 6.826609, 6.752059, 6.678181, 6.605232, 6.533475, 6.463168, 6.394573, 6.327948, 6.263554, 6.201651, 6.142500, 6.086359, 6.033490, 5.984152, 5.938605, 5.897109, 5.859925, 5.827301, 5.799141, 5.774950, 5.754211, 5.736407, 5.721020, 5.707534, 5.695432, 5.684197, 5.673311, 5.662258, 5.650520, 5.637580, 5.622921, 5.606027, 5.586380, 5.563463, 5.536759, 5.505751, 5.469922, 5.428754, 5.381731, 5.328344, 5.268567, 5.203123, 5.132799, 5.058383, 4.980663, 4.900426, 4.818459, 4.735551, 4.652488, 4.570059, 4.489050, 4.410250, 4.334445, 4.262424, 4.194974, 4.132882, 4.076936, 4.027923, 3.986632, 3.953849, 3.930362, 3.916956, 3.943928, 3.990544, 4.005173, 4.023047, 3.934717, 4.026356, 4.068357, 4.114862, 4.165015, 4.217958, 4.272834, 4.328785, 4.384954, 4.440484, 4.494518, 4.546198, 4.594667, 4.639068, 4.678543, 4.712235, 4.739287, 4.758843, 4.770394, 4.774441, 4.771664, 4.762743, 4.748356, 4.729186, 4.705910, 4.679208, 4.649762, 4.618250, 4.585352, 4.551749, 4.518119, 4.485143, 4.453500, 4.423871, 4.396935, 4.373373, 4.353862, 4.339085, 4.329720, 4.326447,
10.443489, 10.498771, 10.542653, 10.612175, 10.704382, 10.816319, 10.945022, 11.087534, 11.240891, 11.402175, 11.568356, 11.736475, 11.903529, 12.066853, 12.222905, 12.368729, 12.502539, 12.619034, 12.715260, 12.786695, 12.839759, 12.752745, 12.802697, 12.764823, 12.695557, 12.597628, 12.473767, 12.326703, 12.159167, 11.973888, 11.773598, 11.561025, 11.338901, 11.109954, 10.876917, 10.642518, 10.409488, 10.180557, 9.958455, 9.745912, 9.545658, 9.360425, 9.192940, 9.045936, 8.922142, 8.823912, 8.750622, 8.700223, 8.670660, 8.659877, 8.665818, 8.686427, 8.719648, 8.763425, 8.815702, 8.874423, 8.937532, 9.002973, 9.068691, 9.132628, 9.192730, 9.246940, 9.293203, 9.329462, 9.353661, 9.363745, 9.357657, 9.333480, 9.290897, 9.230628, 9.153409, 9.059974, 8.951061, 8.827405, 8.689741, 8.538806, 8.375335, 8.200065, 8.013730, 7.826305, 7.767375, 7.705915, 7.642134, 7.576243, 7.508453, 7.438973, 7.368014, 7.295786, 7.222500, 7.148365, 7.073612, 6.998481, 6.923217, 6.848063, 6.773262, 6.699058, 6.625693, 6.553411, 6.482455, 6.413069, 6.345495, 6.279977, 6.216758, 6.156082, 6.098192, 6.043330, 5.991741, 5.943667, 5.899352, 5.859040, 5.822972, 5.791382, 5.764170, 5.740851, 5.720919, 5.703871, 5.689198, 5.676397, 5.664962, 5.654386, 5.644165, 5.633792, 5.622762, 5.610571, 5.596711, 5.580677, 5.561965, 5.540067, 5.514480, 5.484696, 5.450211, 5.410519, 5.365114, 5.313499, 5.255644, 5.192246, 5.124065, 5.051859, 4.976388, 4.898411, 4.818687, 4.737976, 4.657038, 4.576630, 4.497513, 4.420445, 4.346187, 4.275497, 4.209134, 4.147858, 4.092429, 4.043604, 4.002145, 3.968809, 3.944356, 3.929543, 3.954665, 3.999022, 4.011822, 4.030690, 4.047002, 4.022765, 4.061232, 4.104096, 4.150548, 4.199781, 4.250985, 4.303354, 4.356079, 4.408352, 4.459364, 4.508308, 4.554375, 4.596758, 4.634648, 4.667237, 4.693717, 4.713280, 4.725444, 4.730665, 4.729564, 4.722763, 4.710886, 4.694554, 4.674391, 4.651017, 4.625057, 4.597131, 4.567863, 4.537875, 4.507788, 4.478227, 4.449812, 4.423167, 4.398914, 4.377674, 4.360071, 4.346727, 4.338264, 4.335305,
